name, molecular_weight, confidence (HHpred),pdb, selection, bu, uniprot, label, surface, compartment, comments, complexation, template, quality (modfold=monomers/voroMQA=complexes), offset, pcpalAxis, protein copy number, method, dsDNA-binding, function 
MG_057_MONOMER,20124.6,63.29269663,2FCJ, or :A,AU,P47303,small primase-like protein,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",11.0,PDB-homolog,0,RNA synthesis/maturation
MG_058_MONOMER,37512.6,96.08433735,5MP7, or :A,AU,P47304,ribose-phosphate pyrophosphokinase,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",1.0,PDB-homolog,0,metabolism
MG_059_MONOMER,16678.7,100.0,1P6V, or :A,AU,P47305,SsrA-binding protein,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",26.0,PDB-homolog,0,translation
MG_060_MONOMER,34296.8,84.42727273,5TZJ, or :C,AU,P47306,glycosyl transferase,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",11.0,PDB-homolog,0,protein folding/maturation
MG_061_MONOMER,61518.8,95.41446208,4LDS, or :A,AU,P47307,Mycoplasma MFS transporter,TRUE,auto_root.mge,m,0.0,-,-1,"0,0,0","0,0,1",31.0,PDB-homolog,0,protein transport/singaling
MG_062_MONOMER,73903.7,58.97058824,3QNQ, or :A,AU,P47308,PTS system; fructose-specific IIABC component,TRUE,auto_root.mge,m,0.5,-,-1,"19,-3,-2","0,0,1",34.0,PDB-homolog,0,protein transport/singaling
MG_063_MONOMER,33549.3,98.01980198,2JGV, or :B,AU,Q49396,1-phosphofructokinase; putative,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",1.0,PDB-homolog,0,metabolism
MG_064_MONOMER,146778,54.45672427,5XU1, or :B,AU,P47310,ABC transporter; permease protein; putative,TRUE,auto_root.mge,m,0.5,-,-1,"17,5,-43","0,0,1",23.0,PDB-homolog,0,protein transport/singaling
MG_065_MONOMER,53450.5,51.28755365,5XU1, or :A,AU,P47311,ABC transporter; ATP-binding protein,,auto_root.mge,c,0.5,-,-1,"1,-1,0","0,0,1",0.0,PDB-homolog,0,protein transport/singaling
MG_066_MONOMER,73598.9,99.69135802,4C7V, or :A,AU,P47312,transketolase,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",0.0,PDB-homolog,0,metabolism
MG_067_MONOMER,57945.9,11.70872093,1LCY, or :B,AU,P47313,lipoprotein; putative,TRUE,auto_root.mge,m,0.0,-,-1,"2.32e-16,-2e-17,40","0,0,1",33.0,PDB-homolog,0,lipoprotein
MG_068_MONOMER,54631.2,10.32911392,1LCY, or :B,AU,P47314,lipoprotein; putative,TRUE,auto_root.mge,m,0.0,-,-1,"2.32e-16,-2e-17,40","0,0,1",45.0,PDB-homolog,0,lipoprotein
MG_069_MONOMER,96164.8,67.07048458,5IWS, or :A,AU,P47315,PTS system; glucose-specific IIABC component,TRUE,auto_root.mge,m,0.5,-,-1,"18,-6,4","0,0,1",30.0,PDB-homolog,0,metabolism
MG_070_MONOMER,32374.3,89.43661972,5O61, or :BV,AU,P47316,ribosomal protein S2,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",132.0,PDB-homolog,0,translation
MG_071_MONOMER,94827.8,99.77116705,6A69, or :A,AU,P47317,ATPase; P-type (transporting); HAD superfamily; subfamily IC,TRUE,auto_root.mge,m,0.0,-,-1,"0,0,0","0,0,1",13.0,PDB-homolog,0,protein transport/singaling
MG_072_MONOMER,91212.6,96.77419355,2IPC, or :D,AU,P47318,preprotein translocase; SecA subunit,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",1.0,PDB-homolog,0,protein transport/singaling
MG_073_MONOMER,75201.7,97.56097561,3uwx, or :B,AU,P47319,excinuclease ABC; B subunit,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",0.0,PDB-homolog,0,DNA replication/maintenance
MG_074_MONOMER,16243.9,3.36350365,5D0O, or :E,AU,P47320,related to MG075,,auto_root,e,0.0,-,-1,"0,0,0","0,0,1",50.0,PDB-homolog,0,host cell interaction
MG_075_MONOMER,116052,2.925,6G04, or :A/0,AU,P47321,116 kDa surface antigen,TRUE,auto_root.mge,m,0.0,-,-1,"-22,29,1","-0.9,0.41,-0.15",10.0,PDB-homolog,0,host cell interaction
MG_076_MONOMER,15866.7,29.04130435,6C26, or :3,AU,P47322,,TRUE,auto_root.mge,m,0.0,-,-1,"-22,29,1","-0.9,0.41,-0.15",19.0,PDB-homolog,0,MG-specific
MG_077_MONOMER,45092.3,55.41719902,4tqu, or :N,AU,P47323,oligopeptide ABC transporter; permease protein,TRUE,auto_root.mge,m,0.5,-,-1,"0,0,0","0,0,1",13.0,PDB-homolog,0,protein transport/singaling
MG_078_MONOMER,40171.5,94.32047872,4tqu, or :M,AU,P47324,oligopeptide ABC transporter; permease protein,TRUE,auto_root.mge,m,0.5,-,-1,"0,0,0","0,0,1",10.0,PDB-homolog,0,protein transport/singaling
MG_079_MONOMER,45307.8,89.55223881,4tqu, or :T,AU,P47325,oligopeptide ABC transporter; ATP-binding protein,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",1.0,PDB-homolog,0,protein transport/singaling
MG_080_MONOMER,98269.3,17.06485849,4tqu, or :S,AU,P47326,oligopeptide ABC transporter; ATP-binding protein,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",4.0,PDB-homolog,0,protein transport/singaling
MG_081_MONOMER,14735.3,99.27007299,5ZET, or :J,AU,P47327,ribosomal protein L11,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",156.0,PDB-homolog,0,translation
MG_082_MONOMER,24498.8,100.0,4REO, or :A,AU,P47328,ribosomal protein L1,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",128.0,PDB-homolog,0,translation
MG_083_MONOMER,21833.3,98.41269841,4QT4, or :A,AU,P47329,peptidyl-tRNA hydrolase,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",26.0,PDB-homolog,0,RNA synthesis/maturation
MG_084_MONOMER,34256.3,100.0,3A2K, or :B,AU,P47330,tRNA(Ile)-lysidine synthetase,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",2.0,PDB-homolog,0,RNA synthesis/maturation
MG_085_MONOMER,34685.6,100.0,1KNX, or :A,AU,P47331,HPr(Ser) kinase/phosphatase,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",5.0,PDB-homolog,0,metabolism
MG_086_MONOMER,44058.7,77.7486911,5AZB, or :A,AU,P47332,prolipoprotein diacylglyceryl transferase,TRUE,auto_root.mge,m,0.0,-,-1,"0,0,0","0,0,1",374.0,PDB-homolog,0,protein folding/maturation
MG_087_MONOMER,15641.4,98.56115108,5NGM, or :Al,AU,P47333,ribosomal protein S12,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",170.0,PDB-homolog,0,translation
MG_088_MONOMER,17897,100.0,1HUS, or :A,AU,P47334,ribosomal protein S7,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",190.0,PDB-homolog,0,translation
MG_089_MONOMER,76166.1,99.85465116,2EFG, or :A,AU,P47335,translation elongation factor G,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",0.0,PDB-homolog,0,translation
MG_090_MONOMER,24083.3,44.62211538,3R3T, or :B,AU,P47336,ribosomal protein S6,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",169.0,PDB-homolog,0,translation
MG_091_MONOMER,17786.8,91.783125,5ODP, or :A,AU,P47337,single-strand binding protein family,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",0.0,PDB-homolog,0,DNA replication/maintenance
MG_092_MONOMER,12463.4,67.55142857,5LI0, or :r,AU,P47338,ribosomal protein S18,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",131.0,PDB-homolog,0,translation
MG_093_MONOMER,17380.4,97.33333333,1DIV, or :A,AU,P47339,ribosomal protein L9,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",167.0,PDB-homolog,0,translation
MG_094_MONOMER,53698.2,95.94017094,4nmn, or :A,AU,P47340,replicative DNA helicase,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",0.0,PDB-homolog,0,DNA replication/maintenance
MG_095_MONOMER,44186.6,6.127889447,5CYB,,AU,P47341,lipoprotein; putative,TRUE,auto_root.mge,m,0.0,-,-1,"0,0,33","0,0,1",366.0,PDB-homolog,0,lipoprotein
MG_096_MONOMER,74430,10.72430769,4WIJ, or :B,AU,P47342,,,auto_root,e,0.0,-,-1,"0,0,0","0,0,1",21.0,PDB-homolog,0,cytokinesis/motility
MG_097_MONOMER,27442.9,93.46938776,3ZOQ, or :A,AU,P47343,uracil-DNA glycosylase; putative,,auto_root.mge,c,0.0,-,-1,"17,-7,2","0.18,-0.04,-0.98",31.0,PDB-homolog,1,DNA replication/maintenance
MG_098_MONOMER,53673.1,19.00125786,3AL0, or :C,AU,P47344,glutamyl-tRNA(Gln) and/or aspartyl-tRNA(Asn) amidotransferase; C subunit,TRUE,auto_root.mge,m,0.5,-,-1,"0,45,-11","-0.24,0.97,0.08",11.0,PDB-homolog,0,RNA synthesis/maturation
MG_099_MONOMER,53035.7,99.16142558,3AL0, or :A,AU,P47345,glutamyl-tRNA(Gln) and/or aspartyl-tRNA(Asn) amidotransferase; A subunit,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",0.0,PDB-homolog,0,RNA synthesis/maturation
MG_100_MONOMER,54695.3,99.16142558,3AL0, or :B,AU,P47346,glutamyl-tRNA(Gln) and/or aspartyl-tRNA(Asn) amidotransferase; B subunit,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",12.0,PDB-homolog,0,RNA synthesis/maturation
MG_101_MONOMER,25811.6,99.54954955,4U0W, or :B,AU,P47347,Uncharacterized HTH-type transcriptional regulator,,auto_root.mge,c,0.0,-,-1,"-12,11,-35","0.95,0.15,-0.29",40.0,PDB-homolog,1,transcription
MG_102_MONOMER,34674,100.0,3F8D, or :B,AU,P47348,thioredoxin-disulfide reductase,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",0.0,PDB-homolog,0,metabolism
MG_103_MONOMER,32305.4,100.0,3HYI, or :A,AU,P47349,transcriptional regulator; putative,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",33.0,PDB-homolog,0,transcription
MG_104_MONOMER,82340.5,88.55172414,5XGU, or :B,AU,P47350,ribonuclease R,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",34.0,PDB-homolog,0,RNA synthesis/maturation
MG_105_MONOMER,22468.2,87.0,4RV7, or :C,AU,P47351,putative DNA integrity scanning protein,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",4.0,PDB-homolog,0,DNA replication/maintenance
MG_106_MONOMER,22097.5,95.85492228,3U04, or :A,AU,P47352,peptide deformylase,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",0.0,PDB-homolog,0,protein folding/maturation
MG_107_MONOMER,22127.5,93.02857143,4YER, or :A,AU,P47353,guanylate kinase,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",1.0,PDB-homolog,0,metabolism
MG_108_MONOMER,29587.8,99.23076923,5F1M, or :A,AU,P47354,Ser/Thr protein phosphatase 2C; putative,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",40.0,PDB-homolog,0,protein transport/singaling
MG_109_MONOMER,44067.5,90.43927649,4X3F, or :C,AU,P47355,serine/threonine protein kinase; putative,TRUE,auto_root.mge,m,0.5,-,-1,"-42,22,-7","0.82,-0.57,-0.08",0.0,PDB-homolog,0,protein transport/singaling
MG_110_MONOMER,31588.1,99.64028777,2YV5, or :A,AU,P47356,ribosome small subunit-dependent GTPase A,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",40.0,PDB-homolog,0,protein folding/maturation
MG_111_MONOMER,49158.8,99.30715935,3FF1, or :B,AU,P47357,glucose-6-phosphate isomerase,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",1.0,PDB-homolog,0,metabolism
MG_112_MONOMER,24100,97.51004785,3CU2, or :A,AU,P47358,ribulose-phosphate 3-epimerase,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",0.0,PDB-homolog,0,metabolism
MG_113_MONOMER,51713.7,99.12280702,4EX5, or :B,AU,P47359,asparaginyl-tRNA synthetase,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",0.0,PDB-homolog,0,RNA synthesis/maturation
MG_114_MONOMER,26211.3,90.49661017,5D91,,AU,P47360,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,TRUE,auto_root.mge,m,0.5,-,-1,"11,1,-22","0,0,1",1.0,PDB-homolog,0,metabolism
MG_115_MONOMER,16985.5,97.9910828,5KOL, or :B,AU,P47361,competence/damage-inducible protein CinA domain protein,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",1.0,PDB-homolog,0,DNA replication/maintenance
MG_116_MONOMER,28834.2,99.50199203,2YC3, or :A,AU,P47362,glycosyl transferase/terpenoid synthesis; putative,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",27.0,PDB-homolog,0,metabolism
MG_117_MONOMER,24579.6,6.067757009,3FSL, or :A,AU,P47363,transcription factor; putative zinc-finger domain,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",35.0,PDB-homolog,0,transcription
MG_118_MONOMER,38052.9,99.11764706,1WVG, or :A,BU1,P47364,UDP-glucose 4-epimerase,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",1.0,PDB-homolog,0,metabolism
MG_119_MONOMER,62901.7,99.64539007,4fi3, or :C,AU,P47365,Monosaccharide (riboside/galactoside) ABC transporter; ATP-binding protein,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",87.0,PDB-homolog,0,protein transport/singaling
MG_120_MONOMER,57723,18.22480769,4fi3, or :A,AU,P47366,Monosaccharide (riboside/galactoside) ABC transporter; permease protein,TRUE,auto_root.mge,m,0.5,-,-1,"0,0,0","0,0,1",183.0,PDB-homolog,0,protein transport/singaling
MG_121_MONOMER,32927,92.15,4fi3, or :B,AU,P47367,Monosaccharide (riboside/galactoside) ABC transporter; permease protein,TRUE,auto_root.mge,m,0.5,-,-1,"0,0,0","0,0,1",194.0,PDB-homolog,0,protein transport/singaling
MG_122_MONOMER,81985.9,98.44851904,4RUL, or :A,AU,P47368,DNA topoisomerase I,,auto_root.mge,c,0.0,-,-1,"9,-4,41","0.99,-0.12,0",138.0,PDB-homolog,1,DNA replication/maintenance
MG_123_MONOMER,54895.4,42.66878981,3TM8, or :A,1,P47369,arginine deaminasse,TRUE,auto_root.mge,m,0.5,-,-1,"0,0,-37","0,0.24,1",0.0,PDB-homolog,0,RNA synthesis/maturation
MG_124_MONOMER,11125.8,99.9,4I6X, or :A,AU,P47370,thioredoxin,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",26.0,PDB-homolog,0,metabolism
MG_125_MONOMER,32690.3,97.19298246,4ZEV, or :A,AU,P47371,Cof-like hydrolase; putative,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",22.0,PDB-homolog,0,metabolism
MG_126_MONOMER,39328,99.42363112,2YY5, or :B,AU,P47372,tryptophanyl-tRNA synthetase,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",1.0,PDB-homolog,0,RNA synthesis/maturation
MG_127_MONOMER,16565.2,88.87655172,1S3C, or :A,AU,P47373,Spx subfamily protein,,auto_root.mge,c,0.5,-,-1,"-5,17,14","-0.63,0.69,-0.36",62.0,PDB-homolog,1,transcription
MG_128_MONOMER,29199.6,99.61389961,2I2C, or :A,AU,P47374,inorganic polyphosphate/ATP-NAD kinase; probable,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",3.0,PDB-homolog,0,metabolism
MG_129_MONOMER,13270.6,67.38632479,3BP3, or :B,AU,Q49397,Putative phosphotransferase enzyme glucose-specific IIB component,,auto_root,e,0.0,-,-1,"0,0,0","0,0,1",14.0,PDB-homolog,0,metabolism
MG_130_MONOMER,55847.1,41.93801653,3HC1,,AU,P47376,ribonuclease Y; mRNA decay,TRUE,auto_root.mge,m,0.0,-,-1,"0,0,0","0,0,1",54.0,PDB-homolog,0,RNA synthesis/maturation
MG_131_MONOMER,,62.19324324,5X5Y, or :F,AU,P47377,hypothetical protein,TRUE,auto_root.mge,m,0.0,-,-1,"0,0,0","0,0,1",2.0,PDB-homolog,0,uncharacterized
MG_132_MONOMER,15586.8,98.48297872,3LB5, or :C,AU,P47378,purine nucleoside phosphoramidase,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",0.0,PDB-homolog,0,metabolism
MG_133_MONOMER,30673.7,4.558712121,2KV5, or :A,AU,P47379,membrane protein; putative,TRUE,auto_root.mge,m,0.0,-,-1,"0,0,0","0,0,1",7.0,PDB-homolog,0,protein transport/singaling
MG_134_MONOMER,11386.3,98.802,1YBX, or :B,AU,P47380,DNA-binding protein; nucleoid-associated,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",12.0,PDB-homolog,0,DNA replication/maintenance
MG_135_MONOMER,31644.8,13.51428571,4BW5, or :C,AU,P47381,membrane protein; putative,TRUE,auto_root.mge,m,0.0,-,-1,"0,0,0","0,0,1",10.0,PDB-homolog,0,metabolism
MG_136_MONOMER,56192.9,99.79591837,6BNI, or :A,AU,P47382,lysyl-tRNA synthetase,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",1.0,PDB-homolog,0,RNA synthesis/maturation
MG_137_MONOMER,46288.8,95.2970297,4MO2, or :B,AU,Q49398,UDP-galactopyranose mutase,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",0.0,PDB-homolog,0,metabolism
MG_138_MONOMER,67936.9,99.83277592,2YWE, or :A,AU,P47384,Translation elongation factor 4,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",72.0,PDB-homolog,0,translation
MG_139_MONOMER,64015,98.5940246,3ZQ4, or :D,AU,P47385,ribonuclease J,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",0.0,PDB-homolog,0,RNA synthesis/maturation
MG_140_MONOMER,128718,62.44384546,4B3F, or :X,AU,P47386,putative ATP-dependent helicase,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",12.0,PDB-homolog,0,DNA replication/maintenance
MG_141_MONOMER,59379,77.96610169,5LM7, or :C,AU,P47387,transcription termination factor NusA,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",12.0,PDB-homolog,0,transcription
MG_142_MONOMER,67887.5,79.80613893,1G7T, or :A,AU,P47388,translation initiation factor IF-2,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",14.0,PDB-homolog,0,translation
MG_143_MONOMER,12907,100.0,1PA4, or :A/0,AU,P47389,ribosome-binding factor A,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",14.0,PDB-homolog,0,protein folding/maturation
MG_144_MONOMER,30972.5,40.49175627,5tcx, or :A,AU,P47390,signal recognition particle; locates ribosome to membrane,TRUE,auto_root.mge,m,0.0,-,-1,"0,0,0","0,0,1",33.0,PDB-homolog,0,translation
MG_145_MONOMER,31090.9,99.25650558,2X0K, or :A,AU,P47391,riboflavin biosynthesis protein RibF,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",21.0,PDB-homolog,0,metabolism
MG_146_MONOMER,47789.2,62.02830189,4HG0, or :A,AU,Q49399,UPF0053 protein,,auto_root,e,0.0,-,-1,"0,0,0","0,0,1",11.0,PDB-homolog,0,protein transport/singaling
MG_147_MONOMER,42815.2,59.8448,3P5N, or :A,AU,P47393,membrane protein; putative,TRUE,auto_root.mge,m,0.0,-,-1,"0,0,0","0,0,1",10.0,PDB-homolog,0,protein transport/singaling
MG_148_MONOMER,47961.4,19.7801956,6el1, or :A,AU,P47394,PF09903 family; widely conserved; structural; putative cell motility; putative cell cycle; putative,TRUE,auto_root.mge,m,0.0,-,-1,"-1,-1,-3","0,0,1",10.0,PDB-homolog,0,uncharacterized
MG_149_MONOMER,32241.8,48.84661922,5D0O, or :E,AU,P47395,lipoprotein; putative,TRUE,auto_root.mge,m,0.0,-,-1,"58,44,76","0,0,1",13.0,PDB-homolog,0,lipoprotein
MG_150_MONOMER,11961.3,92.45283019,4YBB, or :AJ,AU,P47396,ribosomal protein S10,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",160.0,PDB-homolog,0,translation
MG_151_MONOMER,28302,84.04669261,5XYM, or :D,AU,P47397,ribosomal protein L3,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",182.0,PDB-homolog,0,translation
MG_152_MONOMER,23507.8,100.0,6HA1, or :E,AU,P47398,ribosomal protein L4/L1 family,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",124.0,PDB-homolog,0,translation
MG_153_MONOMER,11880.3,93.30283019,5MYJ, or :BW,AU,P47399,ribosomal protein L23,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",126.0,PDB-homolog,0,translation
MG_154_MONOMER,31882.7,99.64912281,5XYM, or :C,AU,P47400,ribosomal protein L2,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",90.0,PDB-homolog,0,translation
MG_155_MONOMER,9996.5,100.0,5MMM, or :s,AU,P47401,ribosomal protein S19,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",144.0,PDB-homolog,0,translation
MG_156_MONOMER,16131,77.77777778,6HMA, or :Q,AU,P47402,ribosomal protein L22,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",121.0,PDB-homolog,0,translation
MG_157_MONOMER,29613.3,99.62686567,5O61, or :C,AU,P47403,ribosomal protein S3,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",120.0,PDB-homolog,0,translation
MG_158_MONOMER,15242.9,97.10144928,6ERI, or :AM,AU,P47404,ribosomal protein L16,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",99.0,PDB-homolog,0,translation
MG_159_MONOMER,22885.4,50.949,3J79, or :3,AU,P47405,ribosomal protein L29,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",104.0,PDB-homolog,0,translation
MG_160_MONOMER,9783.5,99.9,5NGM, or :Aq,AU,P47406,ribosomal protein S17,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",111.0,PDB-homolog,0,translation
MG_161_MONOMER,13465.8,100.0,4Y4O, or :1O,AU,P47407,ribosomal protein L14,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",99.0,PDB-homolog,0,translation
MG_162_MONOMER,12132.4,98.975,5XYM, or :U,AU,P47408,ribosomal protein L24,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",107.0,PDB-homolog,0,translation
MG_163_MONOMER,20263.8,100.0,5XYM, or :F,AU,P47409,ribosomal protein L5,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",122.0,PDB-homolog,0,translation
MG_164_MONOMER,6731,99.8,4Y4O, or :2n,AU,P47410,ribosomal protein S14,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",109.0,PDB-homolog,0,translation
MG_165_MONOMER,15803.9,94.32624113,4Y4O, or :1h,AU,P47411,ribosomal protein S8,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",108.0,PDB-homolog,0,translation
MG_166_MONOMER,20336.9,99.45652174,4Y4O, or :2H,AU,P47412,ribosomal protein L6,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",105.0,PDB-homolog,0,translation
MG_167_MONOMER,12926.2,100.0,4Y4O, or :1S,AU,P47413,ribosomal protein L18,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",140.0,PDB-homolog,0,translation
MG_168_MONOMER,23188.4,73.45971564,4YBB, or :AE,AU,P47414,ribosomal protein S5,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",126.0,PDB-homolog,0,translation
MG_169_MONOMER,16500.5,99.33333333,6HMA, or :J,AU,P47415,ribosomal protein L15,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",117.0,PDB-homolog,0,translation
MG_170_MONOMER,51845.1,91.15789474,5mg3, or :Y,AU,P47416,preprotein translocase; SecY subunit,TRUE,auto_root.mge,m,0.5,-,-1,"0,0,0","0,0,1",10.0,PDB-homolog,0,protein transport/singaling
MG_171_MONOMER,24249.2,97.6635514,2XB4, or :A,AU,P47417,adenylate kinase,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",50.0,PDB-homolog,0,metabolism
MG_172_MONOMER,27738.1,100.0,4FUK, or :B,AU,P47418,methionine aminopeptidase; type I,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",50.0,PDB-homolog,0,protein folding/maturation
MG_173_MONOMER,8113.6,98.27571429,2N78, or :A/0,AU,P47419,translation initiation factor IF-1,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",44.0,PDB-homolog,0,translation
MG_174_MONOMER,4428.5,99.8,4YBB, or :C5,AU,P47420,ribosomal protein L36,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",97.0,PDB-homolog,0,translation
MG_175_MONOMER,13864.3,97.58064516,5NGM, or :Am,AU,P47421,ribosomal protein S13,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",135.0,PDB-homolog,0,translation
MG_176_MONOMER,12632.7,100.0,4Y4O, or :1k,AU,P47422,ribosome 30S protein S11,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",118.0,PDB-homolog,0,translation
MG_177_MONOMER,36703.6,100.0,5VI8, or :A,AU,P47423,DNA-directed RNA polymerase; alpha subunit,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",29.0,PDB-homolog,0,transcription
MG_178_MONOMER,13920.3,97.56097561,6DZI, or :O,AU,P47424,ribosomal protein L17,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",124.0,PDB-homolog,0,translation
MG_179_MONOMER,30358.4,100.0,5jsz, or :A,AU,P47425,metal ion (cobalt) ABC transporter; ATP-binding protein; putative,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",0.0,PDB-homolog,0,protein transport/singaling
MG_180_MONOMER,34385.3,94.73684211,5jsz, or :C,AU,P47426,metal ion (cobalt) ABC transporter; ATP-binding protein; putative,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",6.0,PDB-homolog,0,protein transport/singaling
MG_181_MONOMER,47185.5,92.14285714,5jsz, or :B,AU,P47427,metal ion (cobalt) ABC transporter; permease protein,TRUE,auto_root.mge,m,0.5,-,-1,"0,0,0","0,0,1",32.0,PDB-homolog,0,protein transport/singaling
MG_182_MONOMER,27411.1,100.0,1VS3, or :B,AU,P47428,tRNA pseudouridine synthase A,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",1.0,PDB-homolog,0,RNA synthesis/maturation
MG_183_MONOMER,70330.7,99.17627677,3CE2, or :A,AU,P47429,oligoendopeptidase F,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",76.0,PDB-homolog,0,protein folding/maturation
MG_184_MONOMER,36867.1,48.47318612,2OKC, or :A,AU,Q49400,adenine-specific DNA modification methylase,,auto_root.mge,c,0.5,-,-1,"-22,-13,-25","-0.65,-0.15,0.75",0.0,PDB-homolog,0,DNA replication/maintenance
MG_185_MONOMER,77261.3,99.85734665,4MFI, or :A,AU,P47431,lipoprotein; putative,TRUE,auto_root.mge,m,0.0,-,-1,"0,0,0","0,0,1",11.0,PDB-homolog,0,lipoprotein
